row,col,mean_delta_suitability,mean_ALT_m,mean_soil_moisture_mm
4,47,0.0,2.319999933242798,255.4165325472094
4,48,0.0,3.180000066757202,247.08577148710387
4,49,0.0,3.180000066757202,347.98454752512623
4,50,0.0,2.319999933242798,244.0770449794332
4,51,0.0,3.180000066757202,330.99400411962336
4,52,0.0,3.180000066757202,462.5892713938435
5,6,0.0,3.180000066757202,154.9810728338748
5,7,0.0,3.180000066757202,109.99820989898497
5,8,0.0,3.180000066757202,74.38377253934229
5,9,0.0,2.319999933242798,62.481314885926494
5,10,0.0,2.319999933242798,102.16450145885013
5,11,0.0,2.319999933242798,108.27504795421812
5,12,0.0,2.319999933242798,144.14518289202599
5,13,0.0,2.319999933242798,144.33468505842382
5,14,0.0,3.094000053405762,178.80215688555558
5,15,0.0,1.9119999676942825,112.6816419546162
5,16,0.0,1.1519999980926514,52.345218745091145
5,17,0.0,1.9599999636411667,138.56247352855956
5,18,0.0,3.180000066757202,216.19753831396088
5,19,0.0,3.180000066757202,184.93285460647462
5,20,0.0,2.2479999393224714,77.45841668512521
5,21,-0.007499999999999995,3.180000066757202,161.64992861559145
5,22,0.0,2.271999937295914,73.35573257232298
5,23,0.0,1.3600000143051147,95.73437189535103
5,24,0.0,1.3600000143051147,99.98877720034707
5,25,0.0,1.3600000143051147,99.10386369009481
5,26,0.0,1.269000007212162,94.201726617168
5,27,0.0,1.3210000112652778,106.75054050950575
5,28,0.0,1.334000012278557,69.5670618912771
5,29,0.0,1.3080000102519989,78.6978802988356
