crop,year,obs_mean_suit,fao_mean_suit,obs_area_km2,fao_area_km2
Dry Pea,2018,1.0349369988545247,1.0526918671248569,2779.248593933961,3574.9241675258986
Winter Rape,1979,1.0,1.0,0.0,0.0
Winter Rape,1980,1.0,1.0,0.0,0.0
Winter Rape,1981,1.0,1.0017182130584192,0.0,297.1457495366702
Winter Rape,1982,1.0,1.0,0.0,0.0
Winter Rape,1983,1.0017182130584192,1.006872852233677,297.5346201407562,894.2853352166436
Winter Rape,1984,1.0005727376861397,1.002290950744559,99.00527462911454,396.670122797066
Winter Rape,1985,1.004581901489118,1.0074455899198167,694.4636878925817,993.2906098457581
Winter Rape,1986,1.0,1.0011454753722795,0.0,198.14047490755567
Winter Rape,1987,1.0011454753722795,1.0057273768613975,99.00527462911454,594.6806720552951
Winter Rape,1988,1.0,1.0040091638029782,0.0,396.4105734814254
Winter Rape,1989,1.0017182130584192,1.0097365406643757,198.01054925822908,1190.1390853187622
Winter Rape,1990,1.0028636884306987,1.0051546391752577,198.01054925822908,693.9454960000503
Winter Rape,1991,1.0,1.0028636884306987,0.0,297.01582388734363
Winter Rape,1992,1.0063001145475372,1.0097365406643757,595.0695426593811,992.9041606254666
Winter Rape,1993,1.0057273768613975,1.002290950744559,495.80471871462595,297.1457495366702
Winter Rape,1994,1.002290950744559,1.0040091638029782,198.01054925822908,495.80471871462595
Winter Rape,1995,1.0,1.0,0.0,0.0
Winter Rape,1996,1.0,1.0017182130584192,0.0,198.9173089830427
Winter Rape,1997,1.0,1.0,0.0,0.0
Winter Rape,1998,1.0177548682703321,1.0229095074455898,1586.547847302488,2282.304137407399
Winter Rape,1999,1.0,1.0,0.0,0.0
Winter Rape,2000,1.0,1.0005727376861397,0.0,99.00527462911454
Winter Rape,2001,1.0005727376861397,1.0028636884306987,99.00527462911454,396.02109851645815
Winter Rape,2002,1.0040091638029782,1.0526918671248569,397.05899340115207,4167.269219888682
Winter Rape,2003,1.0166093928980526,1.0183276059564719,1685.4186712937512,2081.8219972067927
Winter Rape,2004,1.0085910652920962,1.0126002290950744,694.9809726524281,1388.2686936285515
Winter Rape,2005,1.0154639175257731,1.0607101947308133,1288.879371791127,4863.816509548993
Winter Rape,2006,1.006872852233677,1.020045819014891,793.8560176786082,2480.573933999176
Winter Rape,2007,1.0005727376861397,1.0057273768613975,99.00527462911454,792.6903153654065
Winter Rape,2008,1.0040091638029782,1.006872852233677,495.0242608494278,990.7008646236357
Winter Rape,2009,1.0080183276059564,1.0131729667812142,791.6478970752911,1289.2724725164007
Winter Rape,2010,1.0028636884306987,1.011454753722795,198.14047490755567,1090.6092823200754
Winter Rape,2011,1.0005727376861397,1.004581901489118,99.13520027844113,495.54547177685396
Winter Rape,2012,1.0051546391752577,1.0063001145475372,495.80471871462595,595.0695426593811
Winter Rape,2013,1.0080183276059564,1.0103092783505154,793.3399432162635,1092.4258101241994
Winter Rape,2014,1.011454753722795,1.0148911798396334,892.3452178453779,1388.668430830404
Winter Rape,2015,1.0011454753722795,1.0194730813287514,197.61776040941822,1387.234116969277
Winter Rape,2016,1.0126002290950744,1.0486827033218786,1090.9978402625918,4467.532539503366
Winter Rape,2017,1.0011454753722795,1.009163802978236,99.39414523320055,1092.8155898297223
Winter Rape,2018,1.0126002290950744,1.0017182130584192,795.795833065018,198.65715373078172
Spring Rape,1979,1.1827033218785796,1.1890034364261168,15799.957992337204,15246.769423581582
Spring Rape,1980,1.1758304696449027,1.1878579610538373,14149.747721608659,15938.375070793201
Spring Rape,1981,1.2182130584192439,1.22737686139748,16922.634837546473,18708.84937768305
Spring Rape,1982,1.1781214203894617,1.1786941580756014,15924.187772246976,16036.612598009458
Spring Rape,1983,1.172966781214204,1.1792668957617412,15534.180344976543,14268.24732486388
Spring Rape,1984,1.1494845360824741,1.1672394043528065,12868.41594071137,14854.857614843331
Spring Rape,1985,1.1821305841924399,1.206758304696449,15047.585936396365,16439.364080121486
Spring Rape,1986,1.186139747995418,1.202176403207331,16532.824442893856,16833.83151915263
Spring Rape,1987,1.1827033218785796,1.211340206185567,15939.086417349097,17426.48042690145
Spring Rape,1988,1.2176403207331041,1.2382588774341352,17715.858966761916,19202.820978642707
Spring Rape,1989,1.2124856815578464,1.225085910652921,18404.02356038007,18316.010043218066
Spring Rape,1990,1.147766323024055,1.1483390607101946,11759.313156873015,14741.650445484545
Spring Rape,1991,1.2124856815578464,1.225085910652921,15843.537729216343,18512.143809119654
Spring Rape,1992,1.2079037800687284,1.2147766323024054,18203.48856357523,17628.110923185945
Spring Rape,1993,1.1827033218785796,1.206758304696449,16326.203548114565,16934.900184962316
Spring Rape,1994,1.2073310423825887,1.2348224513172967,16425.26195142512,19206.985413197755
Spring Rape,1995,1.1804123711340206,1.1987399770904925,13857.581772302128,16046.001032461078
Spring Rape,1996,1.20446735395189,1.2233676975945018,16033.140417159671,17820.661180707903
Spring Rape,1997,1.2142038946162657,1.215922107674685,16827.784494179927,18217.796022112325
Spring Rape,1998,1.2846506300114549,1.3098510882016037,20063.28976252001,26419.269180221556
Spring Rape,1999,1.2222222222222223,1.256586483390607,17900.658842101908,21648.14363742782
Spring Rape,2000,1.2623138602520045,1.2348224513172967,18101.450971899314,19087.62815801175
Spring Rape,2001,1.2336769759450172,1.234249713631157,16917.669367079776,20467.47306511298
Spring Rape,2002,1.3528064146620848,1.402061855670103,27353.3006327453,33411.33704177932
Spring Rape,2003,1.2617411225658648,1.2491408934707904,20553.48178371606,22139.18051555295
Spring Rape,2004,1.263459335624284,1.2640320733104238,20554.175698839994,22529.071924785858
Spring Rape,2005,1.2800687285223367,1.3195876288659794,21719.381607615163,26557.438329808203
Spring Rape,2006,1.263459335624284,1.302405498281787,18775.90939808111,24293.47546654941
Spring Rape,2007,1.2915234822451318,1.320160366552119,21424.843894236954,27046.070591748976
Spring Rape,2008,1.2989690721649485,1.2674684994272623,23264.481819101064,23136.318183761883
Spring Rape,2009,1.2806414662084764,1.3098510882016037,22323.14285217013,26078.083264092627
Spring Rape,2010,1.2754868270332187,1.338487972508591,19780.437704319484,25986.810232377335
Spring Rape,2011,1.1821305841924399,1.2107674684994272,14529.531090840312,18182.946255453353
Spring Rape,2012,1.2124856815578464,1.206758304696449,18131.881303939987,18279.52082079378
Spring Rape,2013,1.238831615120275,1.2915234822451318,16821.109850749148,23017.064190117424
Spring Rape,2014,1.2222222222222223,1.2605956471935853,17803.752553038874,21757.087829008233
Spring Rape,2015,1.2731958762886597,1.265750286368843,21425.675406761293,23307.77707127069
Spring Rape,2016,1.2783505154639174,1.3087056128293242,19378.748591703257,24983.374796519092
Spring Rape,2017,1.2697594501718212,1.2915234822451318,21433.153056350813,25873.723595448588
Spring Rape,2018,1.2823596792668959,1.3104238258877434,22223.698875108406,26077.20752782085
