crop,year,obs_mean_suit,fao_mean_suit,obs_area_km2,fao_area_km2
Spring Barley,2008,1.0040091638029782,1.0034364261168385,398.22106718637707,496.83475693178946
Spring Barley,2009,1.0097365406643757,1.0097365406643757,1189.4716440974555,1189.4716440974555
Spring Barley,2010,1.0504009163802979,1.0853379152348224,4860.287398870318,6349.122581260109
Spring Barley,2011,1.0171821305841924,1.020045819014891,1484.796938877315,1583.4106286227275
Spring Barley,2012,1.0183276059564719,1.0217640320733103,1783.2425429274558,1882.2478175565702
Spring Barley,2013,1.0074455899198167,1.0080183276059564,1093.0727169746206,1093.0727169746206
Spring Barley,2014,1.0017182130584192,1.0040091638029782,198.9173089830427,494.7583782192799
Spring Barley,2015,1.0017182130584192,1.0034364261168385,198.26768271528883,395.49506220611363
Spring Barley,2016,1.0349369988545247,1.0315005727376862,2976.494997093654,2976.106126489569
Spring Barley,2017,1.024627720504009,1.0252004581901488,2481.5973321888373,2777.1788521094336
Spring Barley,2018,1.0337915234822452,1.0578465063001146,3374.318740954224,4367.870717138536
Winter Wheat,1979,1.004581901489118,1.0028636884306987,396.7994440855114,495.80471871462595
Winter Wheat,1980,1.002290950744559,1.0028636884306987,198.01054925822908,396.15102416578475
Winter Wheat,1981,1.0057273768613975,1.0057273768613975,495.80471871462595,892.9921262715384
Winter Wheat,1982,1.0017182130584192,1.004581901489118,99.00527462911454,594.2914990733404
Winter Wheat,1983,1.0103092783505154,1.0080183276059564,993.6794804498442,993.6794804498442
Winter Wheat,1984,1.0074455899198167,1.004581901489118,694.7232372082223,794.3757222465098
Winter Wheat,1985,1.0143184421534936,1.0148911798396334,1589.1375909415076,1787.277461488182
Winter Wheat,1986,1.0,1.0028636884306987,0.0,496.0642680302666
Winter Wheat,1987,1.0126002290950744,1.063573883161512,1190.1393873017748,4468.19516994492
Winter Wheat,1988,1.0194730813287514,1.061282932416953,1687.4968670346898,4466.6285181599505
Winter Wheat,1989,1.024627720504009,1.0767468499427262,2580.4886877768804,5959.33847636603
Winter Wheat,1990,1.004581901489118,1.0085910652920962,396.28094981511134,1289.921798384245
Winter Wheat,1991,1.006872852233677,1.0595647193585338,494.8955431312314,5058.456265551686
Winter Wheat,1992,1.0194730813287514,1.0463917525773196,1887.1891930703061,4072.1634827211465
Winter Wheat,1993,1.0108820160366552,1.009163802978236,1092.684755078959,1191.6900297080733
Winter Wheat,1994,1.0126002290950744,1.0360824742268042,1190.5279559228482,3178.1361861061423
Winter Wheat,1995,1.0040091638029782,1.0074455899198167,395.6283096676473,991.3504924744925
Winter Wheat,1996,1.002290950744559,1.0011454753722795,198.9173089830427,198.9173089830427
Winter Wheat,1997,1.0017182130584192,1.036655211912944,198.14047490755567,3474.3860666175538
Winter Wheat,1998,1.0280641466208476,1.0526918671248569,2775.627639521048,4654.634258664947
Winter Wheat,1999,1.0074455899198167,1.0126002290950744,790.9877483036375,1087.8769616119064
Winter Wheat,2000,1.0063001145475372,1.024627720504009,395.6301156162272,1878.874929642124
Winter Wheat,2001,1.011454753722795,1.0103092783505154,1091.133508311779,1090.744637707693
Winter Wheat,2002,1.0693012600229095,1.1420389461626574,4952.559537806699,10306.69828424709
Winter Wheat,2003,1.052119129438717,1.0630011454753723,4651.763213794195,6430.721285584748
Winter Wheat,2004,1.0475372279495991,1.092783505154639,4652.416771356156,8718.733337457626
Winter Wheat,2005,1.088201603665521,1.1265750286368843,7332.671847814924,10111.681716115923
Winter Wheat,2006,1.0526918671248569,1.134020618556701,4651.887510335409,11203.694285489648
Winter Wheat,2007,1.0189003436426116,1.0286368843069873,1879.1028351297864,3169.679621451991
Winter Wheat,2008,1.0315005727376862,1.0515463917525774,2773.1563442421493,5055.197003382114
Winter Wheat,2009,1.034364261168385,1.081901489117984,3169.304657290844,6343.299554160191
Winter Wheat,2010,1.0492554410080184,1.0647193585337915,3867.661502516316,5258.401485102425
Winter Wheat,2011,1.0492554410080184,1.0841924398625429,4353.937128577711,7928.239430794472
Winter Wheat,2012,1.0183276059564719,1.0309278350515463,1686.7136933306836,3171.374666965602
Winter Wheat,2013,1.0143184421534936,1.0126002290950744,1390.478319385683,1489.4835940147975
Winter Wheat,2014,1.0400916380297824,1.0561282932416953,2877.62115959547,4073.0726590970116
Winter Wheat,2015,1.0504009163802979,1.1128293241695304,4350.856625124953,8814.889955676264
Winter Wheat,2016,1.0715922107674685,1.1288659793814433,5449.392772192703,10411.036158160578
Winter Wheat,2017,1.0721649484536082,1.1185567010309279,5942.221599179657,9614.86385977803
Winter Wheat,2018,1.120274914089347,1.1603665521191295,8715.974743277224,11295.289273644534
Spring Wheat,1979,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Spring Wheat,1980,1.0005727376861397,1.0017182130584192,99.39414523320055,198.9173089830427
Spring Wheat,1981,1.0131729667812142,1.0160366552119129,1290.5587390423361,1882.5019347675486
Spring Wheat,1982,1.002290950744559,1.0,198.9173089830427,0.0
Spring Wheat,1983,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Spring Wheat,1984,1.0017182130584192,1.0017182130584192,198.9173089830427,198.9173089830427
Spring Wheat,1985,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Spring Wheat,1986,1.0011454753722795,1.0017182130584192,99.52316374984214,198.13685349525454
Spring Wheat,1987,1.0017182130584192,1.0017182130584192,99.52316374984214,99.52316374984214
Spring Wheat,1988,1.0080183276059564,1.0085910652920962,1090.7322592196804,1190.126404452881
Spring Wheat,1989,1.002290950744559,1.002290950744559,297.5309987284551,297.5309987284551
Spring Wheat,1990,1.004581901489118,1.0034364261168385,398.22106718637707,398.22106718637707
Spring Wheat,1991,1.0126002290950744,1.0143184421534936,1092.2931701952566,1487.786118533161
Spring Wheat,1992,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Spring Wheat,1993,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Spring Wheat,1994,1.0034364261168385,1.0057273768613975,298.5691880847099,496.83475693178946
Spring Wheat,1995,1.0011454753722795,1.002290950744559,99.52316374984214,198.13685349525454
Spring Wheat,1996,1.0028636884306987,1.002290950744559,398.22106718637707,298.5691880847099
Spring Wheat,1997,1.002290950744559,1.0028636884306987,198.9173089830427,297.5309987284551
Spring Wheat,1998,1.0040091638029782,1.0051546391752577,397.18287783012227,594.410257320947
Spring Wheat,1999,1.0028636884306987,1.0080183276059564,398.22106718637707,787.1307428123202
Spring Wheat,2000,1.0120274914089347,1.0080183276059564,1489.8591719211781,1192.2015689386917
Spring Wheat,2001,1.0108820160366552,1.0085910652920962,1391.2485039433523,1192.8545233013535
Spring Wheat,2002,1.0177548682703321,1.0274914089347078,1582.2633587561343,2066.259882871309
Spring Wheat,2003,1.0126002290950744,1.0108820160366552,1088.5165950098628,1088.777952657002
Spring Wheat,2004,1.0126002290950744,1.0120274914089347,1187.3916424024144,1187.3916424024144
Spring Wheat,2005,1.013745704467354,1.0148911798396334,1388.1342394314938,1388.1342394314938
Spring Wheat,2006,1.0498281786941581,1.079610538373425,5362.453292062833,7545.232461726778
Spring Wheat,2007,1.0080183276059564,1.011454753722795,891.5505731661772,1287.0435215040816
Spring Wheat,2008,1.004581901489118,1.0034364261168385,398.22106718637707,496.83475693178946
Spring Wheat,2009,1.0097365406643757,1.0097365406643757,1090.0774988642552,1189.4716440974555
Spring Wheat,2010,1.0441008018327607,1.06815578465063,4563.401802219536,6052.236984609328
Spring Wheat,2011,1.0183276059564719,1.0194730813287514,1484.796938877315,1583.4106286227275
Spring Wheat,2012,1.0189003436426116,1.02233676975945,1783.2425429274558,1882.2478175565702
Spring Wheat,2013,1.006872852233677,1.0074455899198167,894.5430690851103,993.8078930298655
Spring Wheat,2014,1.0011454753722795,1.0040091638029782,99.52316374984214,494.7583782192799
Spring Wheat,2015,1.0017182130584192,1.0017182130584192,99.52316374984214,198.13685349525454
Spring Wheat,2016,1.0349369988545247,1.0315005727376862,2877.100851860454,2976.106126489569
Spring Wheat,2017,1.0211912943871706,1.0211912943871706,2283.1973079656404,2478.9985369896513
Spring Wheat,2018,1.0337915234822452,1.0572737686139748,3175.7890930647136,4268.6058931937805
Silage Maize,1979,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1980,1.0011454753722795,1.0017182130584192,99.52316374984214,198.13685349525454
Silage Maize,1981,1.0051546391752577,1.0040091638029782,595.4484466772019,496.83475693178946
Silage Maize,1982,1.0011454753722795,1.0005727376861397,99.52316374984214,99.52316374984214
Silage Maize,1983,1.0017182130584192,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1984,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1985,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1986,1.0017182130584192,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1987,1.0017182130584192,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1988,1.006872852233677,1.0057273768613975,694.713270621957,694.713270621957
Silage Maize,1989,1.0034364261168385,1.0034364261168385,297.5309987284551,297.5309987284551
Silage Maize,1990,1.004581901489118,1.002290950744559,398.22106718637707,298.5691880847099
Silage Maize,1991,1.0143184421534936,1.0126002290950744,1389.1724287877487,1586.5306374986076
Silage Maize,1992,1.0017182130584192,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1993,1.0011454753722795,1.0011454753722795,99.52316374984214,99.52316374984214
Silage Maize,1994,1.0080183276059564,1.0063001145475372,595.4484466772019,595.4484466772019
Silage Maize,1995,1.004581901489118,1.0040091638029782,395.36423298607934,493.97792273149173
Silage Maize,1996,1.0034364261168385,1.002290950744559,297.5309987284551,198.9173089830427
Silage Maize,1997,1.004581901489118,1.0040091638029782,396.14468847386746,494.7583782192799
Silage Maize,1998,1.013745704467354,1.0108820160366552,979.3156747466517,979.3156747466517
Silage Maize,1999,1.0120274914089347,1.011454753722795,983.9674409901506,1082.581130735563
Silage Maize,2000,1.024627720504009,1.0160366552119129,1975.828884919175,1974.5266165204894
Silage Maize,2001,1.02233676975945,1.0143184421534936,1980.0747157448823,1682.9313781099595
Silage Maize,2002,1.0355097365406645,1.038946162657503,2653.0943651082316,3333.8076432443177
Silage Maize,2003,1.0148911798396334,1.0108820160366552,1087.7397633007472,1087.7397633007472
Silage Maize,2004,1.0131729667812142,1.0097365406643757,1088.9090822714375,1088.9090822714375
Silage Maize,2005,1.0148911798396334,1.013745704467354,1189.4752702535382,1189.4752702535382
Silage Maize,2006,1.0337915234822452,1.043528064146621,3080.8078526338054,3774.8814615908054
Silage Maize,2007,1.0154639175257731,1.011454753722795,1385.394652025666,1287.0435215040816
Silage Maize,2008,1.0057273768613975,1.004581901489118,496.83475693178946,496.83475693178946
Silage Maize,2009,1.0108820160366552,1.009163802978236,991.3329798988084,991.3329798988084
Silage Maize,2010,1.0624284077892325,1.0693012600229095,5448.186051461752,6242.168978530715
Silage Maize,2011,1.0194730813287514,1.0166093928980526,1385.7916642482005,1484.4053539936128
Silage Maize,2012,1.0217640320733103,1.0177548682703321,1683.9777189827007,1683.9777189827007
Silage Maize,2013,1.006872852233677,1.0057273768613975,695.755989705002,695.755989705002
Silage Maize,2014,1.0074455899198167,1.0057273768613975,692.116586930139,692.116586930139
Silage Maize,2015,1.0063001145475372,1.0028636884306987,493.71536350766365,395.36423298607934
Silage Maize,2016,1.0160366552119129,1.0120274914089347,1286.0122808920398,1286.0122808920398
Silage Maize,2017,1.0189003436426116,1.0211912943871706,1982.1595467668076,2475.7525191196464
Silage Maize,2018,1.0143184421534936,1.0148911798396334,1388.525824315196,1487.5310989443103
White Potato,1979,1.061282932416953,1.0778923253150057,5830.616175892833,7621.439508827494
White Potato,1980,1.0183276059564719,1.0126002290950744,2971.959498037495,2183.1659220380147
White Potato,1981,1.107101947308133,1.1174112256586484,13854.185528166901,15245.680035014902
White Potato,1982,1.002290950744559,1.0017182130584192,295.7099396218019,295.44738039797386
White Potato,1983,1.0057273768613975,1.0074455899198167,992.639175240983,1290.049307776455
White Potato,1984,1.0120274914089347,1.009163802978236,1988.2527073837666,1587.843477232852
White Potato,1985,1.0664375715922108,1.0675830469644902,8615.010091051041,9313.702815080102
White Potato,1986,1.0166093928980526,1.0074455899198167,2777.8218233102352,1286.2820829533207
White Potato,1987,1.0085910652920962,1.002290950744559,1491.0348384211363,296.8825843541734
White Potato,1988,1.041237113402062,1.0578465063001146,6146.230727149915,7340.968024607546
White Potato,1989,1.0234822451317296,1.0263459335624283,4057.504144110717,4556.267811622497
White Potato,1990,1.0183276059564719,1.0211912943871706,2376.4979550316007,2477.0532570662353
White Potato,1991,1.0280641466208476,1.0229095074455898,3965.749164248842,3273.381493334403
White Potato,1992,1.0309278350515463,1.0332187857961055,4960.45534177694,5555.928866357015
White Potato,1993,1.054410080183276,1.0647193585337915,6632.1063383082555,7732.185514426678
White Potato,1994,1.0910652920962198,1.0939289805269188,11382.500648607487,12672.711580778163
White Potato,1995,1.0280641466208476,1.0315005727376862,4755.181099102825,4851.215327192518
White Potato,1996,1.009163802978236,1.0034364261168385,1577.11115279866,592.8096231425903
White Potato,1997,1.065864833906071,1.0441008018327607,9206.400361416694,7328.377388207516
White Potato,1998,1.0274914089347078,1.0171821305841924,4555.408463244484,2974.164798802404
White Potato,1999,1.029209621993127,1.0211912943871706,4733.015329687972,3646.3382300761864
White Potato,2000,1.0189003436426116,1.011454753722795,2182.242865228835,1688.3936546645864
White Potato,2001,1.0160366552119129,1.0108820160366552,1576.7954844520498,1771.0150388138254
White Potato,2002,1.1666666666666667,1.1134020618556701,18823.105924190695,12364.987909394775
White Potato,2003,1.0498281786941581,1.034364261168385,8104.539241082688,5635.402468567693
White Potato,2004,1.0813287514318441,1.0841924398625429,10781.376180391244,10697.74755965894
White Potato,2005,1.0372279495990837,1.0378006872852235,6139.179302898947,6545.957471552775
White Potato,2006,1.0664375715922108,1.0647193585337915,9599.536516716378,9707.80568106152
White Potato,2007,1.070446735395189,1.092783505154639,9600.25069859491,13047.2414295247
White Potato,2008,1.0274914089347078,1.0303550973654065,4368.634829692836,4965.3961299324765
White Potato,2009,1.102520045819015,1.1185567010309279,12271.592873783131,14531.94524257064
White Potato,2010,1.1311569301260023,1.129438717067583,15043.576476729802,17017.755480842796
White Potato,2011,1.0618556701030928,1.0607101947308133,8700.690010752514,8212.625868798903
White Potato,2012,1.0469644902634594,1.0280641466208476,7612.91181995401,4852.5806299919695
White Potato,2013,1.1036655211912945,1.134020618556701,12973.100344798593,16319.912283389167
White Potato,2014,1.0126002290950744,1.0103092783505154,1579.6743379576328,1583.7992238268325
White Potato,2015,1.0240549828178693,1.006872852233677,3449.9550103121787,1083.8110596899432
White Potato,2016,1.220504009163803,1.27262313860252,18404.8864802483,23139.900420638398
White Potato,2017,1.0469644902634594,1.0578465063001146,5741.55662377622,7235.580194282277
White Potato,2018,1.1174112256586484,1.147766323024055,15916.682480491396,17118.770483400967
Oat,1979,1.0234822451317296,1.013745704467354,2281.5206672455943,1885.8935639259741
Oat,1980,1.0349369988545247,1.061282932416953,2875.552314610726,5355.724377385722
Oat,1981,1.1466208476517754,1.1809851088201604,12079.325225944474,16238.966100009413
Oat,1982,1.0630011454753723,1.097938144329897,5050.539601945866,9019.796130234412
Oat,1983,1.0383734249713632,1.0693012600229095,3474.76192713237,5758.878677256178
Oat,1984,1.0429553264604812,1.0778923253150057,3865.993929528001,6736.867775115282
Oat,1985,1.0549828178694158,1.1019473081328752,4660.451981199855,7832.371369131477
Oat,1986,1.061282932416953,1.1053837342497137,5160.949563207944,8531.251805701884
Oat,1987,1.0933562428407788,1.1345933562428407,7438.150147994948,10413.07847682568
Oat,1988,1.1334478808705613,1.1678121420389462,10305.496927164742,13673.733361468081
Oat,1989,1.1265750286368843,1.1643757159221078,12280.499174217495,14067.542707520934
Oat,1990,1.0538373424971363,1.0721649484536082,4850.038178610117,7818.096191261906
Oat,1991,1.122565864833906,1.1666666666666667,8610.08715309142,14362.04599477194
Oat,1992,1.04581901489118,1.0870561282932416,3771.1196846904277,6844.0253660185
Oat,1993,1.0922107674684993,1.1174112256586484,8719.86913905251,11694.17621923937
Oat,1994,1.0950744558991983,1.1718213058419245,6837.490861099212,13275.349263122036
Oat,1995,1.0280641466208476,1.095647193585338,2578.2760445679587,6939.921849122517
Oat,1996,1.145475372279496,1.1809851088201604,11985.679978809998,14856.058398242532
Oat,1997,1.1208476517754868,1.1586483390607103,9007.521441425766,12972.221917850798
Oat,1998,1.1197021764032073,1.163802978235968,9393.31450507436,13660.885765186413
Oat,1999,1.09049255441008,1.145475372279496,7911.929076299488,12564.522907235483
Oat,2000,1.0830469644902634,1.1111111111111112,6045.518326225102,9123.474763329923
Oat,2001,1.1305841924398625,1.13631156930126,9899.059228067053,14053.858221295202
Oat,2002,1.2079037800687284,1.2617411225658648,17503.863745317765,22591.42870078291
Oat,2003,1.145475372279496,1.1792668957617412,11861.045831917914,16605.341050903357
Oat,2004,1.2056128293241695,1.2079037800687284,16606.58907403285,19569.943361385038
Oat,2005,1.2004581901489118,1.2279495990836198,16219.033835941442,19479.243211488094
Oat,2006,1.2153493699885451,1.2331042382588775,15625.584037260569,19874.67105981382
Oat,2007,1.072737686139748,1.1414662084765177,4947.995809731008,11488.255273036164
Oat,2008,1.0990836197021765,1.1305841924398625,7422.486375379422,11388.420528175226
Oat,2009,1.2061855670103092,1.2199312714776633,17503.974421364062,20170.607066019715
Oat,2010,1.1970217640320733,1.238831615120275,16127.922753954628,20769.954093092172
Oat,2011,1.131729667812142,1.1471935853379152,10379.341836984511,13146.985006466653
Oat,2012,1.1300114547537228,1.1449026345933562,11074.175901403592,13936.393888537768
Oat,2013,1.1867124856815578,1.1981672394043528,13548.269027781756,16617.160677788637
Oat,2014,1.0761741122565864,1.1168384879725086,6045.602728521295,10701.641124629667
Oat,2015,1.0841924398625429,1.1305841924398625,6338.211086854259,9804.067065324114
Oat,2016,1.1741122565864834,1.2016036655211912,14652.485957796387,18998.36468655074
Oat,2017,1.1764032073310424,1.193012600229095,14949.918961280848,17332.263821101256
Oat,2018,1.2256586483390608,1.2617411225658648,18889.99821217525,22348.044029953522
Dry Pea,1979,1.0017182130584192,1.0017182130584192,99.52316374984214,99.52316374984214
Dry Pea,1980,1.002290950744559,1.0017182130584192,198.9173089830427,198.9173089830427
Dry Pea,1981,1.0143184421534936,1.0103092783505154,1387.2226543292702,1485.8363440746828
Dry Pea,1982,1.002290950744559,1.0005727376861397,198.9173089830427,99.52316374984214
Dry Pea,1983,1.0017182130584192,1.0011454753722795,99.52316374984214,99.52316374984214
Dry Pea,1984,1.002290950744559,1.0017182130584192,198.9173089830427,198.9173089830427
Dry Pea,1985,1.0017182130584192,1.0017182130584192,99.52316374984214,99.52316374984214
Dry Pea,1986,1.0017182130584192,1.0011454753722795,99.52316374984214,99.52316374984214
Dry Pea,1987,1.0017182130584192,1.0017182130584192,99.52316374984214,99.52316374984214
Dry Pea,1988,1.011454753722795,1.0080183276059564,1289.7782835545481,992.899024962056
Dry Pea,1989,1.0028636884306987,1.0034364261168385,297.5309987284551,297.5309987284551
Dry Pea,1990,1.0057273768613975,1.0040091638029782,398.22106718637707,398.22106718637707
Dry Pea,1991,1.0160366552119129,1.0143184421534936,1092.2931701952566,1486.8787583969404
Dry Pea,1992,1.002290950744559,1.002290950744559,198.9173089830427,198.9173089830427
Dry Pea,1993,1.0017182130584192,1.0017182130584192,99.52316374984214,99.52316374984214
Dry Pea,1994,1.004581901489118,1.0063001145475372,398.22106718637707,496.83475693178946
Dry Pea,1995,1.0028636884306987,1.0017182130584192,198.13685349525454,198.13685349525454
Dry Pea,1996,1.0028636884306987,1.002290950744559,298.5691880847099,198.9173089830427
Dry Pea,1997,1.002290950744559,1.0034364261168385,198.9173089830427,297.5309987284551
Dry Pea,1998,1.0051546391752577,1.006872852233677,396.14468847386746,590.1429785784736
Dry Pea,1999,1.0063001145475372,1.0080183276059564,695.6263660386879,886.3955667570755
Dry Pea,2000,1.029209621993127,1.0183276059564719,2385.435599047599,2286.8243235647965
Dry Pea,2001,1.0189003436426116,1.0103092783505154,1586.7904915750355,1291.209873241679
Dry Pea,2002,1.0126002290950744,1.0189003436426116,1482.8692135229337,2162.111509687741
Dry Pea,2003,1.0148911798396334,1.0080183276059564,1087.7397633007472,791.6373364173708
Dry Pea,2004,1.0171821305841924,1.0120274914089347,1385.5321173099699,1286.6570699174185
Dry Pea,2005,1.0160366552119129,1.0160366552119129,1387.4846131637398,1487.786118533161
Dry Pea,2006,1.0378006872852235,1.0515463917525774,3577.262491282408,4669.949062595488
Dry Pea,2007,1.0160366552119129,1.011454753722795,1287.0435215040816,1088.5165950098628
Dry Pea,2008,1.006872852233677,1.0057273768613975,595.840031560904,595.840031560904
Dry Pea,2009,1.013745704467354,1.011454753722795,1387.871668320652,1387.871668320652
Dry Pea,2010,1.0504009163802979,1.0647193585337915,4068.1176908639263,5460.02307652947
Dry Pea,2011,1.0206185567010309,1.0171821305841924,1683.1969631005115,1384.3646042878597
Dry Pea,2012,1.0240549828178693,1.024627720504009,1783.2425429274558,1882.2478175565702
Dry Pea,2013,1.006872852233677,1.0063001145475372,794.8911899834432,794.8911899834432
Dry Pea,2014,1.0034364261168385,1.004581901489118,297.5309987284551,494.7583782192799
Dry Pea,2015,1.0040091638029782,1.002290950744559,395.49506220611363,296.75054324066696
Dry Pea,2016,1.013745704467354,1.0097365406643757,1586.6641881249577,1288.8778697906462
Dry Pea,2017,1.0234822451317296,1.0211912943871706,1984.7601589888925,1984.629329768858
