,Obs_0,Obs_1,Obs_2,Obs_3,Obs_4,Obs_5
CF_0,136843.2,23.4,74.1,70.2,58.5,7.800000000000001
CF_1,128.7,54.599999999999994,0.0,0.0,0.0,0.0
CF_2,159.89999999999998,0.0,85.80000000000001,3.9000000000000004,0.0,0.0
CF_3,156.0,0.0,0.0,93.6,0.0,0.0
CF_4,93.6,0.0,0.0,0.0,39.0,0.0
CF_5,11.7,0.0,0.0,0.0,0.0,0.0
