,Obs_0,Obs_1,Obs_2,Obs_3,Obs_4,Obs_5
CF_0,136125.6,81.9,105.30000000000001,148.2,46.8,15.600000000000001
CF_1,19.5,179.39999999999998,0.0,0.0,0.0,0.0
CF_2,66.3,0.0,444.6,0.0,0.0,0.0
CF_3,35.1,0.0,0.0,440.70000000000005,0.0,0.0
CF_4,78.0,0.0,0.0,0.0,113.1,0.0
CF_5,0.0,0.0,0.0,0.0,0.0,3.9000000000000004
