,Obs_0,Obs_1,Obs_2,Obs_3,Obs_4,Obs_5
CF_0,136180.2,62.400000000000006,62.400000000000006,144.3,35.1,31.200000000000003
CF_1,19.5,218.39999999999998,0.0,0.0,0.0,0.0
CF_2,7.800000000000001,0.0,421.20000000000005,0.0,0.0,0.0
CF_3,35.1,0.0,0.0,237.89999999999998,0.0,0.0
CF_4,101.4,0.0,0.0,0.0,292.5,0.0
CF_5,11.7,0.0,0.0,0.0,0.0,42.900000000000006
