,Obs_0,Obs_1,Obs_2,Obs_3,Obs_4,Obs_5
CF_0,119819.70000000001,2226.9,838.5,245.7,81.9,31.200000000000003
CF_1,744.9000000000001,7495.799999999999,42.900000000000006,0.0,0.0,0.0
CF_2,315.9,42.900000000000006,3915.6000000000004,23.4,0.0,0.0
CF_3,81.9,0.0,27.299999999999997,1404.0,15.600000000000001,0.0
CF_4,167.7,0.0,0.0,23.4,296.4,0.0
CF_5,0.0,0.0,0.0,0.0,11.7,50.7
